,ranking,school_name,school_type,address,city,zipcode,county,district,is_charter,is_magnet,is_title_i,total_students,fullt_time_teachers,student_teacher_ratio,free_lunch_recipient,white,black,hispanic,asian,total_expenditure_per_pupil,ranking_quartile,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile,lunch_eligibity_high,lunch_eligibity_high_False,lunch_eligibity_high_True
329,1026,Esperanza Preparatory Academy,Public,240 E 109th St,New York,10029,New York County,New York City Geographic District # 4,No,No,Yes,571,54.0,10.5,87.6,9 (1.6%),58 (10.2%),491 (86.0%),8 (1.4%),"$20,476 ",Bottom 25th Percentile,0,0,0,1,True,0,1
330,1028,Wadleigh Perf And Visual Arts,Public,215 W 114th St,New York,10026,New York County,New York City Geographic District # 3,No,No,Yes,310,30.0,10.3,79.0,7 (2.3%),161 (51.9%),128 (41.3%),2 (0.6%),"$27,609 ",Bottom 25th Percentile,0,0,0,1,True,0,1
331,1029,Brooklyn Community High School For Excellence And Equity,Public,6565 Flatlands Ave,Brooklyn,11236,Kings County,New York City Geographic District #18,No,No,Yes,189,21.0,8.9,77.2,9 (4.8%),152 (80.4%),22 (11.6%),0 (0.0%),"$27,206 ",Bottom 25th Percentile,0,0,0,1,True,0,1
332,1031,City Polytechnic High School,Public,105 Tech Pl,Brooklyn,11201,Kings County,New York City Geographic District #13,No,No,Yes,428,26.0,16.4,75.7,22 (5.1%),272 (63.6%),93 (21.7%),28 (6.5%),"$14,443 ",Bottom 25th Percentile,0,0,0,1,True,0,1
333,1032,Marta Valle High School,Public,145 Stanton St,New York,10002,New York County,New York City Geographic District # 1,No,No,Yes,126,12.0,10.4,88.9,2 (1.6%),46 (36.5%),66 (52.4%),8 (6.3%),"$23,382 ",Bottom 25th Percentile,0,0,0,1,True,0,1
334,1033,Health Opportunities High School,Public,350 Gerard Ave,Bronx,10451,Bronx County,New York City Geographic District # 7,No,No,Yes,500,32.0,15.6,86.8,5 (1.0%),181 (36.2%),296 (59.2%),4 (0.8%),"$15,037 ",Bottom 25th Percentile,0,0,0,1,True,0,1
335,1034,Epic High School - North,Public,94-25 117th St,South Richmond Hill,11419,Queens County,New York City Geographic District #27,No,No,Yes,405,27.0,14.9,73.3,20 (4.9%),68 (16.8%),168 (41.5%),102 (25.2%),"$13,331 ",Bottom 25th Percentile,0,0,0,1,True,0,1
336,1035,Dewitt Clinton High School,Public,100 W Mosholu Pkwy S,Bronx,10468,Bronx County,New York City Geographic District #10,No,No,Yes,1112,76.0,14.6,78.9,36 (3.2%),353 (31.7%),578 (52.0%),109 (9.8%),"$16,956 ",Bottom 25th Percentile,0,0,0,1,True,0,1
337,1036,Herbert H Lehman High School,Public,3000 E Tremont Ave,Bronx,10461,Bronx County,New York City Geographic District # 8,No,No,Yes,782,56.0,13.9,77.1,71 (9.1%),216 (27.6%),366 (46.8%),107 (13.7%),"$20,765 ",Bottom 25th Percentile,0,0,0,1,True,0,1
338,1037,Urban Assembly School For The Performing Arts,Public,509 W 129th St,New York,10027,New York County,New York City Geographic District # 5,No,No,Yes,387,26.0,14.8,82.9,3 (0.8%),189 (48.8%),182 (47.0%),3 (0.8%),"$15,075 ",Bottom 25th Percentile,0,0,0,1,True,0,1
339,1038,Pathways College Preparatory School: A College Board School,Public,109-89 204th St,Saint Albans,11412,Queens County,New York City Geographic District #29,No,No,Yes,587,36.0,16.2,76.0,7 (1.2%),493 (84.0%),29 (4.9%),30 (5.1%),"$13,827 ",Bottom 25th Percentile,0,0,0,1,True,0,1
340,1039,High School For Contemporary Arts,Public,800 E Gun Hill Rd,Bronx,10467,Bronx County,New York City Geographic District #11,No,No,Yes,387,28.0,13.8,78.6,13 (3.4%),157 (40.6%),206 (53.2%),7 (1.8%),"$18,379 ",Bottom 25th Percentile,0,0,0,1,True,0,1
341,1040,Cultural Academy For The Arts And Sciences,Public,5800 Tilden Ave,Brooklyn,11203,Kings County,New York City Geographic District #18,No,No,Yes,281,23.0,12.3,73.7,8 (2.8%),237 (84.3%),25 (8.9%),1 (0.4%),"$19,308 ",Bottom 25th Percentile,0,0,0,1,True,0,1
342,1041,Morris Academy For Collaborative Studies,Public,1110 Boston Rd,Bronx,10456,Bronx County,New York City Geographic District # 9,No,No,Yes,406,34.0,11.9,93.8,7 (1.7%),110 (27.1%),281 (69.2%),5 (1.2%),"$20,037 ",Bottom 25th Percentile,0,0,0,1,True,0,1
343,1043,West Bronx Academy For The Future,Public,500 E Fordham Rd,Bronx,10458,Bronx County,New York City Geographic District #10,No,No,Yes,613,47.0,12.9,94.3,7 (1.1%),109 (17.8%),481 (78.5%),10 (1.6%),"$16,273 ",Bottom 25th Percentile,0,0,0,1,True,0,1
344,1044,Bronx Bridges High School,Public,1980 Lafayette Ave,Bronx,10473,Bronx County,New York City Geographic District # 8,No,No,Yes,320,30.0,10.6,82.2,11 (3.4%),13 (4.1%),247 (77.2%),34 (10.6%),"$19,206 ",Bottom 25th Percentile,0,0,0,1,True,0,1
345,1045,Queens Preparatory Academy,Public,143-10 Springfield Blvd,Springfield Gardens,11413,Queens County,New York City Geographic District #29,No,No,Yes,391,23.0,17.0,78.5,7 (1.8%),322 (82.4%),32 (8.2%),14 (3.6%),"$13,273 ",Bottom 25th Percentile,0,0,0,1,True,0,1
346,1046,Life Sciences Secondary School,Public,320 E 96th St,New York,10128,New York County,New York City Geographic District # 2,No,No,Yes,427,32.0,13.4,78.7,16 (3.7%),108 (25.3%),266 (62.3%),30 (7.0%),"$15,559 ",Bottom 25th Percentile,0,0,0,1,True,0,1
347,1048,Academy For Conservation And The Environment,Public,6565 Flatlands Ave,Brooklyn,11236,Kings County,New York City Geographic District #18,No,No,Yes,300,22.0,13.6,80.3,19 (6.3%),229 (76.3%),27 (9.0%),16 (5.3%),"$15,395 ",Bottom 25th Percentile,0,0,0,1,True,0,1
348,1049,High School For Innovation In Advertising And Media,Public,1600 Rockaway Pkwy,Brooklyn,11236,Kings County,New York City Geographic District #18,No,No,Yes,238,22.0,10.8,69.3,11 (4.6%),194 (81.5%),26 (10.9%),1 (0.4%),"$18,504 ",Bottom 25th Percentile,0,0,0,1,False,1,0
349,1050,Origins High School,Public,3000 Ave X,Brooklyn,11235,Kings County,New York City Geographic District #22,No,No,Yes,408,37.0,11.0,78.9,127 (31.1%),138 (33.8%),69 (16.9%),53 (13.0%),"$17,668 ",Bottom 25th Percentile,0,0,0,1,True,0,1
350,1053,Port Richmond High School,Public,85 St Josephs Ave,Staten Island,10302,Richmond County,New York City Geographic District #31,No,No,Yes,1552,92.0,16.9,75.6,334 (21.5%),363 (23.4%),702 (45.2%),110 (7.1%),"$16,224 ",Bottom 25th Percentile,0,0,0,1,True,0,1
351,1054,Brooklyn Community Arts And Media High School (Bcam),Public,300 Willoughby Ave,Brooklyn,11205,Kings County,New York City Geographic District #13,No,No,Yes,425,30.0,14.0,87.8,3 (0.7%),291 (68.5%),116 (27.3%),4 (0.9%),"$16,554 ",Bottom 25th Percentile,0,0,0,1,True,0,1
352,1055,High School For Health Careers & Sciences,Public,549 Audubon Ave,New York,10040,New York County,New York City Geographic District # 6,No,No,Yes,402,35.0,11.4,98.0,5 (1.2%),60 (14.9%),325 (80.8%),7 (1.7%),"$23,273 ",Bottom 25th Percentile,0,0,0,1,True,0,1
353,1057,Eagle Academy For Young Men III,Public,171-10 Linden Blvd,Jamaica,11434,Queens County,New York City Geographic District #29,No,No,Yes,494,34.0,14.5,68.0,6 (1.2%),442 (89.5%),15 (3.0%),4 (0.8%),"$16,294 ",Bottom 25th Percentile,0,0,0,1,False,1,0
354,1058,High School Of World Cultures,Public,1300 Boynton Ave,Bronx,10472,Bronx County,New York City Geographic District #12,No,No,Yes,454,37.0,12.2,97.6,21 (4.6%),40 (8.8%),347 (76.4%),37 (8.1%),"$15,843 ",Bottom 25th Percentile,0,0,0,1,True,0,1
355,1060,Bronx Aerospace High School,Public,800 E Gun Hill Rd,Bronx,10467,Bronx County,New York City Geographic District #11,No,No,Yes,308,22.0,13.7,77.6,6 (1.9%),121 (39.3%),154 (50.0%),14 (4.5%),"$22,325 ",Bottom 25th Percentile,0,0,0,1,True,0,1
356,1061,Transit Technical Career And Technical Education High School,Public,1 Wells St,Brooklyn,11208,Kings County,New York City Geographic District #19,No,No,Yes,669,50.0,13.3,75.6,17 (2.5%),393 (58.7%),199 (29.7%),29 (4.3%),"$17,808 ",Bottom 25th Percentile,0,0,0,1,True,0,1
357,1062,Academy-Scholarship & Entrepreneurship,Public,921 E 228th St,Bronx,10466,Bronx County,New York City Geographic District #11,No,No,Yes,363,28.0,13.0,73.8,6 (1.7%),229 (63.1%),110 (30.3%),5 (1.4%),"$17,785 ",Bottom 25th Percentile,0,0,0,1,True,0,1
358,1064,Cobble Hill School Of American Studies,Public,347 Baltic St,Brooklyn,11201,Kings County,New York City Geographic District #15,No,No,Yes,588,39.0,15.0,89.5,17 (2.9%),367 (62.4%),166 (28.2%),14 (2.4%),"$15,679 ",Bottom 25th Percentile,0,0,0,1,True,0,1
359,1065,Bronx Envision Academy,Public,1619 Boston Rd,Bronx,10460,Bronx County,New York City Geographic District #12,No,No,Yes,422,31.0,13.6,87.4,7 (1.7%),140 (33.2%),259 (61.4%),4 (0.9%),"$17,052 ",Bottom 25th Percentile,0,0,0,1,True,0,1
360,1067,Acorn Community High School,Public,561 Grand Ave,Brooklyn,11238,Kings County,New York City Geographic District #13,No,No,Yes,156,9.0,17.3,84.0,4 (2.6%),123 (78.8%),20 (12.8%),5 (3.2%),"$18,605 ",Bottom 25th Percentile,0,0,0,1,True,0,1
361,1068,Hero High School,Public,455 Southern Blvd,Bronx,10455,Bronx County,New York City Geographic District # 7,No,No,Yes,529,35.0,15.1,80.5,4 (0.8%),205 (38.8%),305 (57.7%),7 (1.3%),"$15,264 ",Bottom 25th Percentile,0,0,0,1,True,0,1
362,1069,Boys And Girls High School,Public,1700 Fulton St,Brooklyn,11213,Kings County,New York City Geographic District #16,No,No,Yes,426,35.0,12.1,80.5,8 (1.9%),349 (81.9%),49 (11.5%),4 (0.9%),"$23,587 ",Bottom 25th Percentile,0,0,0,1,True,0,1
363,1070,Williamsburg Charter High School,"Public, Charter",198 Varet St,Brooklyn,11206,Kings County,Williamsburg Charter High School,Yes,No,Yes,933,72.0,13.0,79.1,14 (1.5%),253 (27.1%),655 (70.2%),6 (0.6%),"$18,025 ",Bottom 25th Percentile,0,0,0,1,True,0,1
364,1071,Olympus Academy,Public,755 E 100th St,Brooklyn,11236,Kings County,New York City Geographic District #18,No,No,Yes,184,18.0,10.2,84.2,3 (1.6%),164 (89.1%),13 (7.1%),2 (1.1%),"$20,818 ",Bottom 25th Percentile,0,0,0,1,True,0,1
365,1072,Bronx Compass High School,Public,1980 Lafayette Ave,Bronx,10473,Bronx County,New York City Geographic District # 8,No,No,Yes,387,31.0,12.4,82.9,9 (2.3%),109 (28.2%),245 (63.3%),17 (4.4%),"$19,124 ",Bottom 25th Percentile,0,0,0,1,True,0,1
366,1073,Epic High School-South,Public,121-10 Rockaway Blvd,South Ozone Park,11420,Queens County,New York City Geographic District #27,No,No,Yes,388,27.0,14.3,64.2,13 (3.4%),124 (32.0%),111 (28.6%),95 (24.5%),"$13,584 ",Bottom 25th Percentile,0,0,0,1,False,1,0
367,1074,Bronx Design And Construction Academy,Public,333 E 151st St,Bronx,10451,Bronx County,New York City Geographic District # 7,No,No,Yes,456,40.0,11.3,89.7,8 (1.8%),125 (27.4%),312 (68.4%),2 (0.4%),"$19,724 ",Bottom 25th Percentile,0,0,0,1,True,0,1
368,1075,Antonia Pantoja Preparatory Academy - A College Board School,Public,1980 Lafayette Ave,Bronx,10473,Bronx County,New York City Geographic District # 8,No,No,Yes,436,39.0,11.2,83.5,6 (1.4%),71 (16.3%),328 (75.2%),20 (4.6%),"$18,583 ",Bottom 25th Percentile,0,0,0,1,True,0,1
369,1076,Bronx School Of Law And Finance,Public,99 Terrace View Ave,Bronx,10463,Bronx County,New York City Geographic District #10,No,No,Yes,360,27.0,13.3,88.1,12 (3.3%),83 (23.1%),256 (71.1%),4 (1.1%),"$17,880 ",Bottom 25th Percentile,0,0,0,1,True,0,1
370,1077,High School For Youth And Community Development At Erasmus,Public,911 Flatbush Ave,Brooklyn,11226,Kings County,New York City Geographic District #17,No,No,Yes,464,25.0,18.5,78.9,11 (2.4%),362 (78.0%),67 (14.4%),17 (3.7%),"$16,783 ",Bottom 25th Percentile,0,0,0,1,True,0,1
371,1078,Academy Of Medical Technology - A College Board School,Public,8-21 Bay 25th St,Far Rockaway,11691,Queens County,New York City Geographic District #27,No,No,Yes,621,46.0,13.5,82.1,25 (4.0%),259 (41.7%),283 (45.6%),34 (5.5%),"$14,215 ",Bottom 25th Percentile,0,0,0,1,True,0,1
372,1079,Humanities And Arts Magnet High School,Public,207-01 116th Ave,Cambria Heights,11411,Queens County,New York City Geographic District #29,No,No,Yes,437,26.0,16.6,82.4,7 (1.6%),324 (74.1%),67 (15.3%),24 (5.5%),"$13,592 ",Bottom 25th Percentile,0,0,0,1,True,0,1
373,1080,Bronx Collegiate Academy,Public,240 E 172nd St,Bronx,10457,Bronx County,New York City Geographic District # 9,No,No,Yes,391,25.0,15.6,88.2,4 (1.0%),91 (23.3%),280 (71.6%),14 (3.6%),"$19,943 ",Bottom 25th Percentile,0,0,0,1,True,0,1
374,1081,Urban Assembly School Of Business For Young Women,Public,26 Broadway,New York,10004,New York County,New York City Geographic District # 2,No,No,Yes,179,16.0,11.5,83.8,6 (3.4%),91 (50.8%),65 (36.3%),7 (3.9%),"$17,875 ",Bottom 25th Percentile,0,0,0,1,True,0,1
375,1082,Bronx Regional High School,Public,1010 Rev J A Polite Ave,Bronx,10459,Bronx County,New York City Geographic District #12,No,No,Yes,153,13.0,11.7,90.2,5 (3.3%),52 (34.0%),90 (58.8%),5 (3.3%),"$25,656 ",Bottom 25th Percentile,0,0,0,1,True,0,1
376,1083,William E Grady Career And Technical Education High School,Public,25 Brighton 4th Rd,Brooklyn,11235,Kings County,New York City Geographic District #21,No,No,Yes,415,37.0,11.2,87.7,49 (11.8%),234 (56.4%),101 (24.3%),19 (4.6%),"$24,837 ",Bottom 25th Percentile,0,0,0,1,True,0,1
377,1084,Brooklyn Collegiate: A College Board School,Public,2021 Bergen St,Brooklyn,11233,Kings County,New York City Geographic District #23,No,No,Yes,240,17.0,14.1,87.9,2 (0.8%),200 (83.3%),32 (13.3%),3 (1.3%),"$24,235 ",Bottom 25th Percentile,0,0,0,1,True,0,1
378,1085,Dreamyard Preparatory School,Public,240 E 172nd St,Bronx,10457,Bronx County,New York City Geographic District # 9,No,No,Yes,277,21.0,13.1,88.1,5 (1.8%),78 (28.2%),190 (68.6%),2 (0.7%),"$19,297 ",Bottom 25th Percentile,0,0,0,1,True,0,1
379,1086,Urban Assembly School For Global Commerce (The),Public,2005 Madison Ave,New York,10035,New York County,New York City Geographic District # 5,No,No,Yes,249,24.0,10.3,83.1,7 (2.8%),119 (47.8%),117 (47.0%),3 (1.2%),"$16,975 ",Bottom 25th Percentile,0,0,0,1,True,0,1
380,1087,Bronx Engineering And Technology Academy,Public,99 Terrace View Ave,Bronx,10463,Bronx County,New York City Geographic District #10,No,No,Yes,370,26.0,14.2,92.4,9 (2.4%),107 (28.9%),234 (63.2%),15 (4.1%),"$16,640 ",Bottom 25th Percentile,0,0,0,1,True,0,1
381,1088,Pelham Lab High School,Public,3000 E Tremont Ave,Bronx,10461,Bronx County,New York City Geographic District # 8,No,No,Yes,461,41.0,11.2,72.9,33 (7.2%),98 (21.3%),281 (61.0%),25 (5.4%),"$16,006 ",Bottom 25th Percentile,0,0,0,1,True,0,1
382,1089,W H Maxwell Career And Technical Education High School,Public,145 Pennsylvania Ave,Brooklyn,11207,Kings County,New York City Geographic District #19,No,No,Yes,373,32.0,11.6,89.3,8 (2.1%),245 (65.7%),104 (27.9%),7 (1.9%),"$25,837 ",Bottom 25th Percentile,0,0,0,1,True,0,1
383,1090,Brooklyn Theatre Arts High School,Public,6565 Flatlands Ave,Brooklyn,11236,Kings County,New York City Geographic District #18,No,No,Yes,340,18.0,19.4,83.2,6 (1.8%),283 (83.2%),34 (10.0%),7 (2.1%),"$14,161 ",Bottom 25th Percentile,0,0,0,1,True,0,1
384,1091,School For Excellence,Public,1100 Boston Rd,Bronx,10456,Bronx County,New York City Geographic District # 9,No,No,Yes,300,23.0,13.0,87.3,4 (1.3%),90 (30.0%),200 (66.7%),2 (0.7%),"$20,754 ",Bottom 25th Percentile,0,0,0,1,True,0,1
385,1092,Schuylerville Preparatory High School,Public,3000 E Tremont Ave,Bronx,10461,Bronx County,New York City Geographic District # 8,No,No,Yes,341,29.0,11.7,68.0,28 (8.2%),97 (28.4%),192 (56.3%),16 (4.7%),"$16,001 ",Bottom 25th Percentile,0,0,0,1,False,1,0
386,1093,High School Of Sports Management,Public,2630 Benson Ave,Brooklyn,11214,Kings County,New York City Geographic District #21,No,No,Yes,246,16.0,15.3,76.0,30 (12.2%),116 (47.2%),71 (28.9%),17 (6.9%),"$16,299 ",Bottom 25th Percentile,0,0,0,1,True,0,1
387,1094,Academy For College Prep And Career Exp,Public,911 Flatbush Ave,Brooklyn,11226,Kings County,New York City Geographic District #17,No,No,Yes,359,22.0,16.3,83.3,8 (2.2%),272 (75.8%),58 (16.2%),0 (0.0%),"$15,002 ",Bottom 25th Percentile,0,0,0,1,True,0,1
388,1095,Dr Susan S McKinney Secondary School Of The Arts,Public,101 Park Ave,Brooklyn,11205,Kings County,New York City Geographic District #13,No,No,Yes,318,34.0,9.3,89.3,4 (1.3%),222 (69.8%),78 (24.5%),5 (1.6%),"$22,316 ",Bottom 25th Percentile,0,0,0,1,True,0,1
389,1096,Progress High School For Professional Careers,Public,850 Grand St,Brooklyn,11211,Kings County,New York City Geographic District #14,No,No,Yes,666,40.0,16.6,83.6,8 (1.2%),182 (27.3%),457 (68.6%),4 (0.6%),"$16,310 ",Bottom 25th Percentile,0,0,0,1,True,0,1
390,1097,High School For Teaching And The Professions,Public,2780 Resevoir Ave,Bronx,10468,Bronx County,New York City Geographic District #10,No,No,Yes,411,31.0,13.0,86.9,17 (4.1%),61 (14.8%),316 (76.9%),11 (2.7%),"$20,271 ",Bottom 25th Percentile,0,0,0,1,True,0,1
391,1098,Wings Academy,Public,1122 E 180th St,Bronx,10460,Bronx County,New York City Geographic District #12,No,No,Yes,459,31.0,14.8,88.5,6 (1.3%),259 (56.4%),183 (39.9%),2 (0.4%),"$15,981 ",Bottom 25th Percentile,0,0,0,1,True,0,1
392,1099,Bronx High School For Writing And Communication Arts,Public,800 E Gun Hill Rd,Bronx,10467,Bronx County,New York City Geographic District #11,No,No,Yes,319,23.0,13.8,70.5,9 (2.8%),154 (48.3%),137 (42.9%),12 (3.8%),"$17,072 ",Bottom 25th Percentile,0,0,0,1,False,1,0
393,1100,Bronxdale High School,Public,925 Astor Ave,Bronx,10469,Bronx County,New York City Geographic District #11,No,No,Yes,454,35.0,12.9,78.9,38 (8.4%),129 (28.4%),258 (56.8%),22 (4.8%),"$18,858 ",Bottom 25th Percentile,0,0,0,1,True,0,1
